id_cliente,fecha_corte,origen_datos,es_test,age,antiguedad,ind_nuevo,indrel,indrel_1mes,tiprel_1mes,indresi,indext,ind_actividad_cliente,renta,cod_prov,id_segmento
1050223,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,106756.17,45,2
1050204,2015-01-28,train,0,48,35,0,1,1,I,S,N,1,66698.61,19,1
1050207,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,,45,2
1050208,2015-01-28,train,0,42,35,0,1,1,I,S,N,0,30535.47,45,1
1050209,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,120620.16,28,2
1050210,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,65459.37,45,2
1050211,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,54524.10000000001,40,2
1050213,2015-01-28,train,0,27,35,0,1,1,I,S,N,0,136923.54,2,2
1050214,2015-01-28,train,0,26,35,0,1,1,I,S,S,1,81058.77,28,2
1050215,2015-01-28,train,0,55,35,0,1,1,I,S,N,0,288457.44,8,1
1050216,2015-01-28,train,0,25,35,0,1,1,I,S,N,0,45566.46,2,2
1050217,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,,15,2
1050218,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,38771.16,45,2
1050219,2015-01-28,train,0,26,35,0,1,1,I,S,N,0,,45,2
1050220,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,86517.24,36,2
1050222,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,100747.47,28,2
1050224,2015-01-28,train,0,25,35,0,1,1,A,S,N,1,201083.85,28,2
1050202,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,77287.29000000001,15,2
1050247,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,93639.0,15,2
1050251,2015-01-28,train,0,27,35,0,1,1,I,S,N,0,55568.10000000001,16,2
1050275,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,189723.06,15,2
1050277,2015-01-28,train,0,42,35,0,1,1,I,S,N,0,,32,1
1050278,2015-01-28,train,0,24,35,0,1,1,I,S,N,1,116529.06,28,2
1050279,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,54032.31,45,2
1050280,2015-01-28,train,0,26,35,0,1,1,I,S,N,0,49459.68000000001,2,2
1050284,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,,45,2
1050285,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,355856.76,28,2
1050287,2015-01-28,train,0,25,35,0,1,1,I,S,N,0,80976.93000000001,45,2
1050288,2015-01-28,train,0,37,35,0,1,1,I,S,S,0,,8,1
1050289,2015-01-28,train,0,33,35,0,1,1,A,S,N,1,67589.28,6,2
1050290,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,237593.22000000003,28,2
1050291,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,155915.63999999998,45,2
1050292,2015-01-28,train,0,25,35,0,1,1,A,S,N,1,,27,2
1050293,2015-01-28,train,0,25,35,0,1,1,A,S,N,1,34983.06,45,2
1050294,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,21499.95,13,2
1050274,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,52766.04,27,2
1050249,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,94329.15,45,2
1050273,2015-01-28,train,0,27,35,0,1,1,I,S,N,0,247945.47000000003,8,2
1050271,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,38039.46,28,2
1050252,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,45588.75,28,2
1050253,2015-01-28,train,0,27,35,0,1,1,I,S,N,0,440329.68,8,2
1050254,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,93290.43,2,2
1050257,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,73773.95999999999,45,2
1050258,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,,45,2
1050259,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,55723.62,5,2
1050261,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,32943.39,45,2
1050262,2015-01-28,train,0,25,35,0,1,1,I,S,N,0,63083.28,40,2
1050263,2015-01-28,train,0,25,35,0,1,1,A,S,N,1,,27,2
1050264,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,64477.53,6,2
1050266,2015-01-28,train,0,37,35,0,1,1,A,S,N,1,128014.47,45,1
1050267,2015-01-28,train,0,26,35,0,1,1,I,S,N,0,129902.61000000002,8,2
1050268,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,258143.28,28,2
1050269,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,21409.59,13,2
1050270,2015-01-28,train,0,24,35,0,1,1,A,S,N,1,,16,2
1050272,2015-01-28,train,0,46,35,0,1,1,I,S,S,0,101748.15,45,1
1050295,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,,44,2
1050201,2015-01-28,train,0,30,35,0,1,1,I,S,N,0,63046.59,8,2
1050199,2015-01-28,train,0,27,35,0,1,1,I,S,N,0,159586.44,2,2
1050125,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,174366.99,34,2
1050130,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,46456.05,3,2
1050132,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,133921.77,17,2
1050134,2015-01-28,train,0,36,35,0,1,1,I,S,N,0,109175.34,16,1
1050135,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,25934.550000000007,13,2
1050137,2015-01-28,train,0,23,35,0,1,1,I,S,N,1,,8,2
1050138,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,96487.77,34,2
1050141,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,52520.81999999999,15,2
1050143,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,69380.94,45,2
1050144,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,95743.98,8,2
1050146,2015-01-28,train,0,35,35,0,1,1,A,S,N,1,371313.09,28,1
1050148,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,28305.36,45,2
1050149,2015-01-28,train,0,28,35,0,1,1,I,S,N,0,77517.0,10,2
1050150,2015-01-28,train,0,30,35,0,1,1,I,S,N,0,50910.63,3,2
1050153,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,73161.75,45,2
1050124,2015-01-28,train,0,27,35,0,1,1,I,S,N,0,65431.5,16,2
1050154,2015-01-28,train,0,27,35,0,1,1,A,S,S,1,,45,2
1050120,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,33658.590000000004,16,2
1050116,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,517491.03,8,2
1050088,2015-01-28,train,0,22,35,0,1,1.0,A,S,N,1,68995.68000000001,45,2
1050091,2015-01-28,train,0,54,35,0,1,1.0,A,S,N,1,132684.06,28,1
1050094,2015-01-28,train,0,27,35,0,1,1.0,A,S,N,1,33263.19,16,2
1050095,2015-01-28,train,0,23,35,0,1,1.0,A,S,N,1,119315.37,34,2
1050096,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,107088.06,36,2
1050098,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,131094.03,9,2
1050102,2015-01-28,train,0,45,35,0,1,1,A,S,N,1,62171.13,16,1
1050103,2015-01-28,train,0,44,35,0,1,1,A,S,N,1,56967.60000000001,34,1
1050104,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,110330.52,8,2
1050107,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,,17,2
1050109,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,135536.28,9,2
1050110,2015-01-28,train,0,27,35,0,1,1,A,S,N,1,82232.91,16,2
1050111,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,90688.05,27,2
1050113,2015-01-28,train,0,25,35,0,1,1,I,S,N,0,216039.66,47,2
1050114,2015-01-28,train,0,22,35,0,1,1,I,S,N,1,69131.19,39,2
1050117,2015-01-28,train,0,24,35,0,1,1,A,S,N,1,,26,2
1050200,2015-01-28,train,0,25,35,0,1,1,I,S,N,0,60447.48,45,2
1050155,2015-01-28,train,0,27,35,0,1,1,A,S,N,1,54971.22,45,2
1050157,2015-01-28,train,0,30,35,0,1,1,I,S,N,0,68869.17,9,2
1050182,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,125221.17,8,2
1050183,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,58957.14,45,2
1050184,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,194750.25,15,2
1050185,2015-01-28,train,0,30,35,0,1,1,I,S,N,0,67433.91,13,2
1050186,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,139241.94,45,2
1050188,2015-01-28,train,0,30,35,0,1,1,I,S,N,1,186640.32,8,2
1050189,2015-01-28,train,0,30,35,0,1,1,I,S,N,0,60542.25,45,2
1050190,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,128193.96,28,2
1050191,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,52931.67,45,2
1050192,2015-01-28,train,0,23,35,0,1,1,I,S,N,1,206924.25,28,2
1050193,2015-01-28,train,0,30,35,0,1,1,I,S,N,0,,45,2
1050194,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,52777.5,2,2
1050195,2015-01-28,train,0,24,35,0,1,1,A,S,N,1,69411.9,13,2
1050197,2015-01-28,train,0,27,35,0,1,1,A,S,N,1,44890.68,13,2
1050198,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,100985.82,8,2
1050179,2015-01-28,train,0,24,35,0,1,1,A,S,N,1,103928.16,45,2
1050156,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,58873.95,45,2
1050176,2015-01-28,train,0,27,35,0,1,1,I,S,N,0,107634.66,45,2
1050174,2015-01-28,train,0,27,35,0,1,1,I,S,N,0,66474.29999999999,46,2
1050158,2015-01-28,train,0,32,35,0,1,1,I,S,N,0,212434.44,46,2
1050159,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,,23,2
1050160,2015-01-28,train,0,25,35,0,1,1,I,S,N,0,47382.24,45,2
1050161,2015-01-28,train,0,24,35,0,1,1,A,S,N,1,107645.82,45,2
1050162,2015-01-28,train,0,30,35,0,1,1,I,S,N,0,104039.1,26,2
1050163,2015-01-28,train,0,27,35,0,1,1,I,S,N,0,187596.69,8,2
1050164,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,112330.35,45,2
1050165,2015-01-28,train,0,27,35,0,1,1,I,S,N,0,38420.37,45,2
1050166,2015-01-28,train,0,35,35,0,1,1,I,S,N,0,138819.3,45,1
1050167,2015-01-28,train,0,31,35,0,1,1,I,S,N,0,42729.72,12,2
1050168,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,129970.11000000002,45,2
1050169,2015-01-28,train,0,25,35,0,1,1,A,S,N,1,237484.71,28,2
1050171,2015-01-28,train,0,29,35,0,1,1,I,S,N,0,72540.87,45,2
1050172,2015-01-28,train,0,28,35,0,1,1,I,S,N,0,100036.47,46,2
1050173,2015-01-28,train,0,58,35,0,1,1,I,S,N,0,,8,1
1050175,2015-01-28,train,0,25,35,0,1,1,I,S,N,0,69710.31,28,2
1050296,2015-01-28,train,0,25,35,0,1,1,I,S,N,1,69481.92,24,2
1050298,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,63048.99000000001,45,2
1050299,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,119972.37,15,2
1050417,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,126123.33,45,2
1050418,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,,15,2
1050419,2015-01-28,train,0,44,35,0,1,1,I,S,S,0,,10,1
1050420,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,70921.41,45,2
1050421,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,364243.44,28,2
1050422,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,108519.51,27,2
1050423,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,,15,2
1050424,2015-01-28,train,0,25,35,0,1,1,I,S,N,1,,31,2
1050425,2015-01-28,train,0,25,35,0,1,1,I,S,N,0,365948.07,28,2
1050426,2015-01-28,train,0,25,35,0,1,1,I,S,N,0,926880.45,35,2
1050428,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,154261.98,15,2
1050430,2015-01-28,train,0,33,35,0,1,1,I,S,N,0,65238.21,28,2
1050431,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,109381.41,45,2
1050432,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,25762.35,45,2
1050433,2015-01-28,train,0,26,35,0,1,1,I,S,N,0,34802.01,44,2
1050416,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,117134.16,44,2
1050435,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,67181.64,13,2
1050415,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,73723.47,27,2
1050413,2015-01-28,train,0,32,35,0,1,1,I,S,N,0,60330.48,45,2
1050394,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,,8,2
1050396,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,25010.94,16,2
1050397,2015-01-28,train,0,26,35,0,1,1,I,S,N,0,,31,2
1050398,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,87384.63,8,2
1050400,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,,45,2
1050401,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,37896.0,6,2
1050403,2015-01-28,train,0,24,35,0,1,1,I,S,N,1,,27,2
1050404,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,89161.04999999997,15,2
1050405,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,252104.58,28,2
1050406,2015-01-28,train,0,25,35,0,1,1,I,S,N,0,60706.17,5,2
1050407,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,,16,2
1050408,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,115407.72,50,2
1050409,2015-01-28,train,0,32,35,0,1,1,A,S,N,1,365727.99,45,2
1050411,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,121045.71,36,2
1050412,2015-01-28,train,0,25,35,0,1,1,I,S,N,0,27324.57,49,2
1050414,2015-01-28,train,0,50,35,0,1,1,I,S,N,0,76899.12,45,1
1050392,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,112374.51,8,2
1050436,2015-01-28,train,0,37,35,0,1,1,I,S,N,0,271389.57,45,1
1050438,2015-01-28,train,0,25,35,0,1,1,I,S,N,1,,28,2
1050462,2015-01-28,train,0,26,35,0,1,1,I,S,N,0,,45,2
1050463,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,40418.10000000001,15,2
1050464,2015-01-28,train,0,24,35,0,1,1,A,S,N,1,47111.34,13,2
1050465,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,58180.29,45,2
1050466,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,,45,2
1050467,2015-01-28,train,0,23,35,0,1,1,I,S,N,1,49838.94,13,2
1050468,2015-01-28,train,0,24,35,0,1,1,A,S,N,1,101984.85,15,2
1050469,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,,44,2
1050470,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,86394.27,45,2
1050473,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,57865.41,13,2
1050474,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,41442.21,45,2
1050475,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,199649.76,15,2
1050476,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,36725.28,2,2
1050477,2015-01-28,train,0,23,34,0,99,1,A,S,N,0,,50,2
1050478,2015-01-28,train,0,29,35,0,1,1,I,S,N,1,49859.13,5,2
1050461,2015-01-28,train,0,28,35,0,1,1,A,S,N,1,,37,2
1050437,2015-01-28,train,0,30,35,0,1,1,I,S,N,0,45251.7,49,2
1050460,2015-01-28,train,0,26,35,0,1,1,I,S,N,0,29389.44,45,2
1050458,2015-01-28,train,0,27,35,0,1,1,I,S,N,0,,22,2
1050439,2015-01-28,train,0,32,35,0,1,1,I,S,S,0,326482.53,28,2
1050441,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,,45,2
1050443,2015-01-28,train,0,30,35,0,1,1,I,S,N,0,59259.9,45,2
1050444,2015-01-28,train,0,30,35,0,1,1,I,S,N,0,127387.65,28,2
1050445,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,55614.87,45,2
1050446,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,51473.79,45,2
1050447,2015-01-28,train,0,26,35,0,1,1,I,S,N,0,74408.88,49,2
1050449,2015-01-28,train,0,36,35,0,1,1,I,S,N,0,136572.90000000002,45,1
1050450,2015-01-28,train,0,42,35,0,1,1,I,S,N,0,134373.06,45,1
1050451,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,41430.24,45,2
1050452,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,,45,2
1050453,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,,45,2
1050454,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,109422.96,15,2
1050455,2015-01-28,train,0,57,35,0,1,1,A,S,N,1,108421.98,28,1
1050457,2015-01-28,train,0,38,35,0,1,1,I,S,N,0,133243.29,45,1
1050459,2015-01-28,train,0,25,35,0,1,1,I,S,N,0,45681.48,13,2
1050391,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,64317.21,45,2
1050390,2015-01-28,train,0,24,35,0,1,1,A,S,N,1,242115.99,28,2
1050389,2015-01-28,train,0,35,35,0,1,1,A,S,N,0,160539.15000000002,15,1
1050324,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,66407.91,45,2
1050325,2015-01-28,train,0,25,35,0,1,1,I,S,N,0,75208.98,45,2
1050326,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,61998.03,15,2
1050327,2015-01-28,train,0,34,35,0,1,1,A,S,N,1,311891.1,28,1
1050328,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,62874.24000000001,14,2
1050330,2015-01-28,train,0,26,35,0,1,1,I,S,N,1,123576.93,27,2
1050332,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,172272.0,50,2
1050333,2015-01-28,train,0,30,35,0,1,1,I,S,N,0,115710.48,49,2
1050334,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,55264.41,14,2
1050336,2015-01-28,train,0,23,35,0,1,1,I,S,N,1,66578.58,16,2
1050337,2015-01-28,train,0,31,35,0,1,1,A,S,N,1,24624.6,45,2
1050338,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,,15,2
1050340,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,76088.94,50,2
1050341,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,53997.72,45,2
1050342,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,39263.16,45,2
1050322,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,128622.15,45,2
1050343,2015-01-28,train,0,30,35,0,1,1,I,S,N,0,,45,2
1050321,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,,8,2
1050318,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,29632.74,13,2
1050301,2015-01-28,train,0,23,35,0,1,1,A,S,N,0,191768.16,8,2
1050302,2015-01-28,train,0,23,35,0,1,1,A,S,N,0,36745.35000000001,45,2
1050303,2015-01-28,train,0,24,35,0,1,1,A,S,N,0,80142.20999999999,15,2
1050304,2015-01-28,train,0,26,35,0,1,1,I,S,S,0,63817.08,28,2
1050305,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,47329.5,45,2
1050306,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,138497.16,45,2
1050307,2015-01-28,train,0,26,35,0,1,1,I,S,N,0,58255.41,50,2
1050308,2015-01-28,train,0,33,35,0,1,1,A,S,N,1,159611.22,28,1
1050309,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,,16,2
1050310,2015-01-28,train,0,25,35,0,1,1,I,S,S,0,54716.79,6,2
1050311,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,129780.12,15,2
1050312,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,,36,2
1050315,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,51564.81,19,2
1050316,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,55874.81999999999,45,2
1050317,2015-01-28,train,0,25,35,0,1,1,I,S,N,0,,22,2
1050319,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,66669.36,15,2
1050344,2015-01-28,train,0,24,35,0,1,1,I,S,N,1,,15,2
1050345,2015-01-28,train,0,23,35,0,1,1,I,S,S,0,66798.06,27,2
1050346,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,,45,2
1050373,2015-01-28,train,0,28,35,0,1,1,I,S,N,0,64357.26,10,2
1050374,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,58150.56,23,2
1050375,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,84984.95999999999,45,2
1050376,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,,15,2
1050377,2015-01-28,train,0,25,35,0,1,1,I,S,N,1,106180.47,50,2
1050378,2015-01-28,train,0,23,35,0,1,1,I,S,N,1,39557.25,45,2
1050379,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,78505.47,15,2
1050380,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,374739.9,28,2
1050381,2015-01-28,train,0,27,35,0,1,1,A,S,N,1,89205.09,16,2
1050383,2015-01-28,train,0,31,35,0,1,1,I,S,N,0,40266.69,45,2
1050384,2015-01-28,train,0,30,35,0,1,1,A,S,N,1,67345.95000000001,45,2
1050385,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,,27,2
1050386,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,309916.23,50,2
1050387,2015-01-28,train,0,26,35,0,1,1,I,S,N,0,44856.33,45,2
1050388,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,58533.93000000001,27,2
1050372,2015-01-28,train,0,23,35,0,1,1,I,S,N,1,86451.78,27,2
1050370,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,31226.85,45,2
1050368,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,232783.23,27,2
1050367,2015-01-28,train,0,26,35,0,1,1,I,S,N,0,59781.45,10,2
1050347,2015-01-28,train,0,28,35,0,1,1,I,S,N,0,99070.8,49,2
1050348,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,156591.21,8,2
1050350,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,376945.77,28,2
1050351,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,,15,2
1050352,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,92888.67,8,2
1050355,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,55838.19,27,2
1050356,2015-01-28,train,0,26,35,0,1,1,I,S,N,1,117751.38,16,2
1050482,2015-01-28,train,0,24,35,0,1,1,A,S,N,1,,36,2
1050357,2015-01-28,train,0,24,35,0,1,1,I,S,N,0,230417.04,28,2
1050359,2015-01-28,train,0,25,35,0,1,1,I,S,N,0,83893.08,15,2
1050360,2015-01-28,train,0,84,35,0,1,1,A,S,N,1,113431.5,28,3
1050362,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,91694.46,16,2
1050363,2015-01-28,train,0,32,35,0,1,1,I,S,N,0,38141.19,45,2
1050364,2015-01-28,train,0,23,35,0,1,1,I,S,N,0,80772.33,45,2
1050365,2015-01-28,train,0,26,35,0,1,1,A,S,N,1,69380.91,27,2
1050366,2015-01-28,train,0,23,35,0,1,1,I,S,N,1,,50,2
1050358,2015-01-28,train,0,31,35,0,1,1,A,S,N,1,70641.48,28,2
1050947,2015-01-28,train,0,23,35,0,1,1,A,S,N,1,99717.06,36,2
1050948,2015-01-28,train,0,24,35,0,1,1,I,S,N,1,78176.22,36,2
1050951,2015-01-28,train,0,24,35,0,1,1,A,S,N,0,,36,2
1051879,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,84704.06999999999,2,2
1051882,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,103076.34,28,2
1051884,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,139467.38999999998,2,2
1051886,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,,16,2
1051894,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,119864.73,50,2
1051896,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,91111.2,16,2
1051902,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,97986.15,22,2
1051904,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,,6,2
1051906,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,85266.24,16,2
1051908,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,254588.58,37,2
1051910,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,,44,2
1051912,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,41530.23,45,2
1051913,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,65884.65,29,2
1051914,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,82090.38,16,2
1051916,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,96957.12,36,2
1051878,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,147710.19,3,2
1051919,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,58038.87,29,2
1051876,2015-01-28,train,0,22,35,0,1,1,I,S,N,1,71335.14,2,2
1051872,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,13560.12,37,2
1051842,2015-01-28,train,0,50,35,0,1,1,A,S,N,1,104492.67,3,1
1051843,2015-01-28,train,0,32,35,0,1,1,A,S,S,1,109113.15,28,2
1051847,2015-01-28,train,0,22,35,0,1,1,I,S,N,1,193866.12,25,2
1051851,2015-01-28,train,0,15,35,0,1,1,A,S,N,1,487858.47,28,1
1051852,2015-01-28,train,0,12,35,0,1,1,A,S,N,1,487858.47,28,1
1051853,2015-01-28,train,0,8,35,0,1,1,A,S,N,1,487858.47,28,1
1051854,2015-01-28,train,0,6,35,0,1,1,A,S,N,1,263826.03,28,1
1051857,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,50061.15,47,2
1051858,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,91678.05,47,2
1051861,2015-01-28,train,0,30,35,0,1,1,A,S,N,1,70087.98,47,2
1051862,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,55927.71,8,2
1051864,2015-01-28,train,0,22,35,0,1,1,I,S,N,1,78466.77,47,2
1051865,2015-01-28,train,0,22,35,0,1,1,I,S,N,1,67057.44,2,2
1051867,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,61225.59,47,2
1051868,2015-01-28,train,0,22,35,0,1,1,I,S,N,1,105883.13999999998,2,2
1051874,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,56317.65,49,2
1051840,2015-01-28,train,0,42,33,0,1,1,I,S,N,0,198016.17,21,1
1051920,2015-01-28,train,0,83,35,0,1,1,A,S,N,1,242314.05,28,1
1051924,2015-01-28,train,0,22,35,0,1,1,I,S,N,1,57191.25,32,2
1051971,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,,14,2
1051973,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,98444.22,22,2
1051979,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,,23,2
1051981,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,37393.35000000001,50,2
1051985,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,,31,2
1051989,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,83473.26,37,2
1051993,2015-01-28,train,0,22,35,0,1,1,I,S,N,1,67195.53,5,2
1051995,2015-01-28,train,0,22,35,0,1,1,A,S,N,1,82592.64,11,2
1051997,2015-01-28,train,0,22,35,0,1,1,I,S,N,0,224768.04,9,2
