id_cliente,ind_empleado,pais_residencia,sexo,fecha_alta,conyuemp,canal_entrada,indfall,aparece_en_train,aparece_en_test
1050749,N,ES,H,2012-08-10,,KHE,N,1,0
1050750,N,ES,H,2012-08-10,,KHE,N,1,0
1050751,N,ES,H,2012-08-10,,KHE,N,1,0
1050752,N,ES,V,2012-08-10,,KHE,N,1,0
1050753,N,ES,V,2012-08-10,,KHE,N,1,0
1050754,N,ES,H,2012-08-10,,KHE,N,1,0
1050755,N,ES,V,2012-08-10,,KHE,N,1,0
1050756,N,ES,H,2012-08-10,,KHE,N,1,0
1050757,N,ES,V,2012-08-10,,KHE,N,1,0
1050758,N,ES,V,2012-08-10,,KHE,N,1,0
1050759,N,ES,H,2012-08-10,,KHE,N,1,0
1050760,N,ES,V,2012-08-10,,KHE,N,1,0
1050762,N,ES,H,2012-08-10,,KHE,N,1,0
1050764,N,ES,H,2012-08-10,,KHE,N,1,0
1050766,N,ES,V,2012-08-10,,KHE,N,1,0
1050768,N,ES,H,2012-08-10,,KHE,N,1,0
1050769,N,ES,H,2012-08-10,,KHE,N,1,0
1050771,N,ES,V,2012-08-10,,KHE,N,1,0
1050773,N,ES,V,2012-08-10,,KHE,N,1,0
1050774,N,ES,H,2012-08-10,,KHE,N,1,0
1050775,N,ES,H,2012-08-10,,KHE,N,1,0
1050778,N,ES,V,2012-08-10,,KHE,N,1,0
1050779,N,ES,H,2012-08-10,,KHE,N,1,0
1050781,N,ES,H,2012-08-10,,KHE,N,1,0
1050784,N,ES,V,2012-08-10,,KHE,N,1,0
1050786,N,ES,H,2012-08-10,,KHE,N,1,0
1050787,N,ES,V,2012-08-10,,KHE,N,1,0
1050788,N,ES,H,2012-08-10,,KHE,N,1,0
1050790,N,ES,V,2012-08-10,,KHE,N,1,0
1050791,N,ES,V,2012-08-10,,KHE,N,1,0
1050793,N,ES,H,2012-08-10,,KHE,N,1,0
1050794,N,ES,V,2012-08-10,,KHE,N,1,0
1050796,N,ES,H,2012-08-10,,KHE,N,1,0
1050797,N,ES,V,2012-08-10,,KHE,N,1,0
1050798,N,ES,H,2012-08-10,,KHE,N,1,0
1050800,N,ES,H,2012-08-10,,KHE,N,1,0
1050803,N,ES,H,2012-08-10,,KHE,N,1,0
1050804,N,ES,V,2012-08-10,,KHE,N,1,0
1050806,N,ES,H,2012-08-10,,KHE,N,1,0
1050810,N,ES,V,2012-08-10,,KHE,N,1,0
1050811,N,ES,H,2012-08-10,,KHE,N,1,0
1050813,N,ES,H,2012-08-10,,KHE,N,1,0
1050815,N,ES,V,2012-08-10,,KHE,N,1,0
1050817,N,ES,V,2012-08-10,,KHE,N,1,0
1050819,N,ES,H,2012-08-10,,KHE,N,1,0
1050820,N,ES,V,2012-08-10,,KHE,N,1,0
1050822,N,ES,V,2012-08-10,,KHE,N,1,0
1050824,N,ES,H,2012-08-10,,KHE,N,1,0
1050825,N,ES,V,2012-08-10,,KHE,N,1,0
1050829,N,ES,V,2012-08-10,,KHE,N,1,0
1050830,N,ES,V,2012-08-10,,KHE,N,1,0
1050832,N,ES,V,2012-08-10,,KHE,N,1,0
1050833,N,ES,V,2012-08-10,,KHE,N,1,0
1050834,N,ES,V,2012-08-10,,KHE,N,1,0
1050836,N,ES,V,2012-08-10,,KHE,N,1,0
1050837,N,ES,H,2012-08-10,,KHE,N,1,0
1050838,N,ES,H,2012-08-10,,KHE,N,1,0
1050841,N,ES,V,2012-08-10,,KHE,N,1,0
1050844,N,ES,H,2012-08-10,,KHE,N,1,0
1050846,N,ES,V,2012-08-10,,KHE,N,1,0
1050847,N,ES,V,2012-08-10,,KHE,N,1,0
1050848,N,ES,H,2012-08-10,,KHE,N,1,0
1050851,N,ES,V,2012-08-10,,KHE,N,1,0
1050852,N,ES,V,2012-08-10,,KHE,N,1,0
1050854,N,ES,V,2012-08-10,,KHE,N,1,0
1050855,N,ES,V,2012-08-10,,KHE,N,1,0
1050857,N,ES,V,2012-08-10,,KHE,N,1,0
1050859,N,ES,H,2012-08-10,,KHE,N,1,0
1050861,N,ES,H,2012-08-10,,KHE,N,1,0
1050862,N,ES,H,2012-08-10,,KHE,N,1,0
1050864,N,ES,V,2012-08-10,,KHE,N,1,0
1050865,N,ES,V,2012-08-10,,KHE,N,1,0
1050867,N,ES,V,2012-08-10,,KHE,N,1,0
1050869,N,ES,V,2012-08-10,,KHE,N,1,0
1050871,N,ES,H,2012-08-10,,KHE,N,1,0
1050872,N,ES,V,2012-08-10,,KHE,N,1,0
1050873,N,ES,H,2012-08-10,,KHE,N,1,0
1050874,N,ES,H,2012-08-10,,KHE,N,1,0
1050875,N,ES,V,2012-08-10,,KHE,N,1,0
1050878,N,ES,V,2012-08-10,,KHE,N,1,0
1050879,N,ES,H,2012-08-10,,KHE,N,1,0
1050884,N,ES,V,2012-08-10,,KHE,N,1,0
1050885,N,ES,H,2012-08-10,,KHE,N,1,0
1050887,N,ES,H,2012-08-10,,KHE,N,1,0
1050888,N,ES,V,2012-08-10,,KHE,N,1,0
1050890,N,ES,H,2012-08-10,,KHE,N,1,0
1050891,N,ES,H,2012-08-10,,KHE,N,1,0
1050893,N,ES,H,2012-08-10,,KHE,N,1,0
1050894,N,ES,H,2012-08-10,,KHE,N,1,0
1050896,N,ES,H,2012-08-10,,KHE,N,1,0
1050897,N,ES,V,2012-08-10,,KHE,N,1,0
1050898,N,ES,H,2012-08-10,,KHE,N,1,0
1050901,N,ES,H,2012-08-10,,KHE,N,1,0
1050902,N,ES,H,2012-08-10,,KHE,N,1,0
1050905,N,ES,V,2012-08-10,,KHE,N,1,0
1050906,N,ES,V,2012-08-10,,KHE,N,1,0
1050907,N,ES,H,2012-08-10,,KHE,N,1,0
1050908,N,ES,H,2012-08-10,,KHE,N,1,0
1050909,N,ES,V,2012-08-10,,KHE,N,1,0
1050910,N,ES,V,2012-08-10,,KHE,N,1,0
1050911,N,ES,H,2012-08-10,,KHE,N,1,0
1050912,N,ES,V,2012-08-10,,KHE,N,1,0
1050913,N,ES,H,2012-08-10,,KHE,N,1,0
1050914,N,ES,H,2012-08-10,,KHE,N,1,0
1050915,N,ES,H,2012-08-10,,KHE,N,1,0
1050916,N,ES,H,2012-08-10,,KHE,N,1,0
1050917,N,ES,H,2012-08-10,,KHE,N,1,0
1050919,N,ES,H,2012-08-10,,KHE,N,1,0
1050920,N,ES,H,2012-08-10,,KHE,N,1,0
1050921,N,ES,H,2012-08-10,,KHE,N,1,0
1050922,N,ES,H,2012-08-10,,KHE,N,1,0
1050924,N,ES,V,2012-08-10,,KHE,N,1,0
1050925,N,ES,H,2012-08-10,,KHE,N,1,0
1050926,N,ES,H,2012-08-10,,KHE,N,1,0
1050927,N,ES,H,2012-08-10,,KHE,N,1,0
1050930,N,ES,H,2012-08-10,,KHE,N,1,0
1050931,N,ES,H,2012-08-10,,KHE,N,1,0
1050932,N,ES,V,2012-08-10,,KHE,N,1,0
1050933,N,ES,H,2012-08-10,,KHE,N,1,0
1050934,N,ES,H,2012-08-10,,KHE,N,1,0
1050935,N,ES,V,2012-08-10,,KHE,N,1,0
1050936,N,ES,V,2012-08-10,,KHE,N,1,0
1050937,N,ES,V,2012-08-10,,KHE,N,1,0
1050938,N,ES,V,2012-08-10,,KHE,N,1,0
1050939,N,ES,H,2012-08-10,,KHE,N,1,0
1050940,N,ES,H,2012-08-10,,KHE,N,1,0
1050941,N,ES,H,2012-08-10,,KHE,N,1,0
1050943,N,ES,H,2012-08-10,,KHE,N,1,0
1050944,N,ES,V,2012-08-10,,KHE,N,1,0
1050946,N,ES,H,2012-08-10,,KHE,N,1,0
1050947,N,ES,V,2012-08-10,,KHE,N,1,0
1050948,N,ES,H,2012-08-10,,KHE,N,1,0
1050951,N,ES,H,2012-08-10,,KHE,N,1,0
1050976,N,ES,V,2012-08-13,,KAT,N,1,0
1050977,N,ES,V,2012-08-13,,KHE,N,1,0
1050978,N,ES,V,2012-08-13,,KHD,N,1,0
1050980,N,ES,V,2012-08-13,,KHD,N,1,0
1050982,N,ES,H,2012-08-13,,KHD,N,1,0
1050986,N,ES,H,2012-08-13,,KHD,N,1,0
1050988,N,ES,V,2012-08-13,,KHD,N,1,0
1050992,N,ES,H,2012-08-13,,KHD,N,1,0
1051111,N,ES,V,2012-08-13,,KHE,N,1,0
1051113,N,ES,H,2012-08-13,,KHE,N,1,0
1051118,N,ES,V,2012-08-13,,KHE,N,1,0
1051120,N,ES,V,2012-08-13,,KHE,N,1,0
1051121,N,ES,V,2012-08-13,,KHD,N,1,0
1051126,N,ES,H,2012-08-13,,KHD,N,1,0
1051129,N,ES,V,2012-08-13,,KAT,N,1,0
1051132,N,ES,V,2012-08-13,,KHD,N,1,0
1051134,N,ES,H,2012-08-13,,KHD,N,1,0
1051136,N,ES,V,2012-08-13,,KHD,N,1,0
1051138,N,ES,H,2012-08-13,,KHD,N,1,0
1051140,N,ES,V,2012-08-13,,KFA,N,1,0
1051145,N,ES,H,2012-08-13,,RED,N,1,0
1051147,N,ES,V,2012-08-13,,KHD,N,1,0
1051149,N,ES,V,2012-08-13,,KHD,N,1,0
1051150,N,ES,V,2012-08-13,,KHD,N,1,0
1051152,N,ES,V,2012-08-13,,KAT,N,1,0
1051158,N,ES,V,2012-08-13,,KHE,N,1,0
1051162,N,ES,H,2012-08-13,,KHD,N,1,0
1051165,N,ES,H,2012-08-13,,KHD,N,1,0
1051169,N,ES,H,2012-08-13,,KHE,N,1,0
1051172,N,ES,H,2012-08-13,,KHD,N,1,0
1051174,N,ES,V,2012-08-13,,KHE,N,1,0
1051177,N,ES,V,2012-08-13,,KHE,N,1,0
1051178,N,ES,V,2012-08-13,,KHD,N,1,0
1051180,N,ES,H,2012-08-13,,KHE,N,1,0
1051181,N,ES,V,2012-08-13,,KHD,N,1,0
1051183,N,ES,V,2012-08-13,,KHE,N,1,0
1051184,N,ES,V,2012-08-13,,KHD,N,1,0
1051186,N,ES,H,2012-08-13,,KAT,N,1,0
1051187,N,ES,V,2012-08-13,,KHD,N,1,0
1051189,N,ES,H,2012-08-13,,KHD,N,1,0
1051191,N,ES,H,2012-08-13,,KHD,N,1,0
1051194,N,ES,H,2012-08-13,,KHD,N,1,0
1051196,N,ES,H,2012-08-13,,KHD,N,1,0
1051198,N,ES,H,2012-08-13,,KHD,N,1,0
1051199,N,ES,H,2012-08-13,,KHD,N,1,0
1051201,N,ES,H,2012-08-13,,KHD,N,1,0
1051203,N,ES,V,2012-08-13,,KHD,N,1,0
1051205,N,ES,V,2012-08-13,,KHD,N,1,0
1051209,N,ES,H,2012-08-13,,KHD,N,1,0
1051212,N,ES,V,2012-08-13,,KHD,N,1,0
1051214,N,ES,V,2012-08-13,,KHD,N,1,0
1051216,N,ES,H,2012-08-13,,KHE,N,1,0
1051217,N,ES,H,2012-08-13,,KHD,N,1,0
1051219,N,ES,H,2012-08-13,,KHD,N,1,0
1051224,N,ES,V,2012-08-13,,KHD,N,1,0
1051226,N,ES,V,2012-08-13,,KHD,N,1,0
1051228,N,ES,H,2012-08-13,,KHD,N,1,0
1051230,N,ES,V,2012-08-13,,KHD,N,1,0
1051232,N,ES,V,2012-08-13,,KHD,N,1,0
1051234,N,ES,V,2012-08-13,,KHD,N,1,0
1051236,N,ES,H,2012-08-13,,KHD,N,1,0
1051239,N,ES,V,2012-08-13,,KHD,N,1,0
1051240,N,ES,V,2012-08-13,,KHD,N,1,0
1051243,N,ES,V,2012-08-13,,KHD,N,1,0
1051245,N,ES,H,2012-08-13,,KHD,N,1,0
1051247,N,ES,H,2012-08-13,,KHD,N,1,0
1051252,N,ES,H,2012-08-13,,KHD,N,1,0
1051254,N,ES,H,2012-08-13,,KHD,N,1,0
1051258,N,ES,H,2012-08-13,,KFC,N,1,0
1051263,N,ES,V,2012-08-13,,KFC,N,1,0
1051264,N,ES,H,2012-08-13,,KFC,N,1,0
1051268,N,ES,V,2012-08-13,,KFC,N,1,0
1051269,N,ES,V,2012-08-13,,KAT,N,1,0
1051271,N,ES,H,2012-08-13,,KFC,N,1,0
1051273,N,ES,V,2012-08-13,,KFC,N,1,0
1051274,N,ES,H,2012-08-13,,KFC,N,1,0
1051275,N,ES,H,2012-08-13,,KFC,N,1,0
1051276,N,ES,V,2012-08-13,,KFC,N,1,0
1051277,N,ES,V,2012-08-13,,KFC,N,1,0
1051278,N,ES,H,2012-08-13,,KFC,N,1,0
1051279,N,ES,V,2012-08-13,,KFC,N,1,0
1051281,N,ES,V,2012-08-13,,KFC,N,1,0
1051282,N,ES,V,2012-08-13,,KFC,N,1,0
1051283,N,ES,H,2012-08-13,,KFC,N,1,0
1051658,N,ES,H,2012-08-14,,KHD,N,1,0
1051660,N,ES,H,2012-08-14,,KHD,N,1,0
1051664,N,ES,V,2012-08-14,,KAZ,N,1,0
1051665,N,ES,V,2012-08-14,,KHD,N,1,0
1051667,N,ES,V,2012-08-14,,KHE,N,1,0
1051670,N,ES,H,2012-08-14,,KHD,N,1,0
1051672,N,ES,V,2012-08-14,,KHD,N,1,0
1051674,N,ES,H,2012-08-14,,KHD,N,1,0
1051676,N,ES,V,2012-08-14,,KHD,N,1,0
1051677,N,ES,V,2012-08-14,,KHD,N,1,0
1051679,N,ES,H,2012-08-14,,KHD,N,1,0
1051682,N,ES,V,2012-08-14,,KHD,N,1,0
1051684,N,ES,V,2012-08-14,,KHD,N,1,0
1051686,N,ES,H,2012-08-14,,KHD,N,1,0
1051688,N,ES,V,2012-08-14,,KHD,N,1,0
1051690,N,ES,H,2012-08-14,,KHD,N,1,0
1051691,N,ES,V,2012-08-14,,KHD,N,1,0
1051692,N,ES,H,2012-08-14,,KHD,N,1,0
1051693,N,ES,H,2012-08-14,,KHD,N,1,0
1051695,N,ES,H,2012-08-14,,KHD,N,1,0
1051696,N,ES,V,2012-08-14,,KHD,N,1,0
1051697,N,ES,H,2012-08-14,,KHD,N,1,0
1051699,N,ES,H,2012-08-14,,KHD,N,1,0
1051701,N,ES,H,2012-08-14,,KHD,N,1,0
1051703,N,ES,H,2012-08-14,,KHD,N,1,0
1051705,N,ES,H,2012-08-14,,KHD,N,1,0
1051707,N,ES,H,2012-08-14,,KHD,N,1,0
1051711,N,ES,H,2012-08-14,,KHD,N,1,0
1051712,N,ES,V,2012-08-14,,KHD,N,1,0
1051716,N,ES,V,2012-08-14,,KHD,N,1,0
1051718,N,ES,H,2012-08-14,,KHD,N,1,0
1051719,N,ES,V,2012-08-14,,KHD,N,1,0
1051721,N,ES,H,2012-08-14,,KHD,N,1,0
1051725,N,ES,V,2012-08-14,,KFA,N,1,0
1051726,N,ES,H,2012-08-14,,KHD,N,1,0
1051727,N,ES,H,2012-08-14,,KHD,N,1,0
1051729,N,ES,H,2012-08-14,,KHD,N,1,0
1051737,N,ES,V,2012-08-14,,KHD,N,1,0
1051738,N,ES,H,2012-08-14,,KHD,N,1,0
1051742,N,ES,V,2012-08-14,,KHD,N,1,0
1051744,N,ES,V,2012-08-14,,KHD,N,1,0
1051748,N,ES,H,2012-08-14,,KHD,N,1,0
1051756,N,ES,H,2012-08-14,,KFC,N,1,0
1051757,N,ES,V,2012-08-14,,KFC,N,1,0
1051758,N,ES,H,2012-08-14,,KAT,N,1,0
1051759,N,ES,V,2014-07-09,,KAT,N,1,0
1051761,N,ES,H,2012-08-14,,KFC,N,1,0
1051762,N,ES,V,2012-08-14,,KFC,N,1,0
1051763,N,ES,H,2012-08-14,,KFC,N,1,0
1051764,N,ES,V,2012-08-14,,KFC,N,1,0
1051765,N,ES,H,2012-08-14,,KFC,N,1,0
1051768,N,ES,V,2012-08-14,,KAT,N,1,0
1051769,N,ES,H,2012-08-14,,KFC,N,1,0
1051771,N,ES,V,2012-08-14,,KFC,N,1,0
1051772,N,ES,H,2012-08-14,,KFC,N,1,0
1051784,N,ES,H,2012-08-14,,KFC,N,1,0
1051785,N,ES,V,2014-10-28,,KFC,N,1,0
1051788,N,ES,V,2012-08-14,,KFC,N,1,0
1051789,N,ES,V,2012-08-14,,KAT,N,1,0
1051791,N,ES,V,2012-08-14,,KFC,N,1,0
1051793,N,ES,V,2012-08-14,,KFC,N,1,0
1051794,N,ES,V,2012-08-14,,KFC,N,1,0
1051796,N,ES,V,2012-08-14,,KAT,N,1,0
1051798,N,ES,V,2012-08-14,,KFC,N,1,0
1051799,N,ES,H,2012-08-14,,KFC,N,1,0
1051800,N,ES,V,2012-08-14,,KFC,N,1,0
1051805,N,ES,V,2012-08-14,,KFC,N,1,0
1051809,N,ES,H,2012-08-14,,KFC,N,1,0
1051816,N,ES,H,2012-08-14,,KFC,N,1,0
1051819,N,ES,H,2012-08-14,,KAT,N,1,0
1051824,N,ES,V,2012-08-14,,KFC,N,1,0
1051826,N,ES,V,2012-08-14,,KFC,N,1,0
1051827,N,ES,H,2012-08-14,,KFC,N,1,0
1051831,N,ES,V,2012-08-14,,KFC,N,1,0
1051832,N,ES,V,2012-08-14,,KFC,N,1,0
1051833,N,ES,V,2012-08-14,,KFC,N,1,0
1051835,N,ES,V,2012-08-14,,KFC,N,1,0
1051836,N,ES,V,2012-08-14,,KFC,N,1,0
1051839,N,ES,H,2012-08-14,,KAT,N,1,0
1051840,N,ES,H,2012-10-10,,KAT,N,1,0
1051842,N,ES,V,2012-08-14,,KAT,N,1,0
1051843,N,ES,H,2012-08-14,,KFC,N,1,0
1051847,N,ES,H,2012-08-14,,KHD,N,1,0
1051851,N,ES,V,2012-08-14,,KFA,N,1,0
1051852,N,ES,H,2012-08-14,,KFA,N,1,0
1051853,N,ES,H,2012-08-14,,KFA,N,1,0
1051854,N,ES,H,2012-08-15,,KFC,N,1,0
1051857,N,ES,V,2012-08-16,,KHE,N,1,0
1051858,N,ES,V,2012-08-16,,KHE,N,1,0
1051861,N,ES,V,2012-08-16,,KHE,N,1,0
1051862,N,ES,V,2012-08-16,,KHD,N,1,0
1051864,N,ES,H,2012-08-16,,KHE,N,1,0
1051865,N,ES,V,2012-08-16,,KHD,N,1,0
1051867,N,ES,V,2012-08-20,,KHE,N,1,0
1051868,N,ES,V,2012-08-16,,KHD,N,1,0
1051872,N,ES,V,2012-08-16,,KHD,N,1,0
1051874,N,ES,H,2012-08-16,,KHD,N,1,0
1051876,N,ES,H,2012-08-16,,KHD,N,1,0
1051878,N,ES,H,2012-08-16,,KHD,N,1,0
1051879,N,ES,V,2012-08-16,,KHD,N,1,0
1051882,N,ES,H,2012-08-16,,KHD,N,1,0
1051884,N,ES,V,2012-08-16,,KHD,N,1,0
1051886,N,ES,V,2012-08-16,,KHD,N,1,0
1051894,N,ES,V,2012-08-16,,KHD,N,1,0
1051896,N,ES,H,2012-08-16,,KHD,N,1,0
1051902,N,ES,H,2012-08-16,,KHD,N,1,0
1051904,N,ES,V,2012-08-16,,KHD,N,1,0
1051906,N,ES,H,2012-08-16,,KHD,N,1,0
1051908,N,ES,H,2012-08-16,,KHD,N,1,0
1051910,N,ES,V,2012-08-16,,KHD,N,1,0
1051912,N,ES,H,2012-08-16,,KHD,N,1,0
1051913,N,ES,H,2012-08-16,,KHD,N,1,0
1051914,N,ES,H,2012-08-16,,KHD,N,1,0
1051916,N,ES,H,2012-08-16,,KHD,N,1,0
1051919,N,ES,V,2012-08-16,,KHD,N,1,0
1051920,N,ES,V,2012-08-16,,KFA,N,1,0
1051922,N,ES,V,2012-08-16,,KHE,N,1,0
1051924,N,ES,V,2012-08-16,,KHD,N,1,0
1051927,N,ES,V,2012-08-16,,KHD,N,1,0
1051929,N,ES,H,2012-08-16,,KHD,N,1,0
1051931,N,ES,H,2012-08-16,,KHD,N,1,0
1051935,N,ES,H,2012-08-16,,KHD,N,1,0
1051937,N,ES,V,2012-08-16,,KHD,N,1,0
1051939,N,ES,V,2012-08-16,,KHE,N,1,0
1051940,N,ES,H,2012-08-16,,KHD,N,1,0
1051944,N,ES,H,2012-08-16,,KHD,N,1,0
1051946,N,ES,H,2012-08-16,,KHD,N,1,0
1051948,N,ES,H,2012-08-16,,KHD,N,1,0
1051950,N,ES,H,2012-08-16,,KHD,N,1,0
1051954,N,ES,V,2012-08-16,,KHD,N,1,0
1051956,N,ES,V,2012-08-16,,KHD,N,1,0
1051958,N,ES,V,2012-08-16,,KHD,N,1,0
1051960,N,ES,V,2012-08-16,,KHD,N,1,0
1051962,N,ES,V,2012-08-16,,KHD,N,1,0
1051964,N,ES,H,2012-08-16,,KHD,N,1,0
1051966,N,ES,V,2012-08-16,,KHD,N,1,0
1051968,N,ES,H,2012-08-16,,KFA,N,1,0
1051971,N,ES,H,2012-08-16,,KHD,N,1,0
1051973,N,ES,H,2012-08-16,,KHD,N,1,0
1051979,N,ES,H,2012-08-16,,KHD,N,1,0
1051981,N,ES,V,2012-08-16,,KHD,N,1,0
1051985,N,ES,H,2012-08-16,,KHD,N,1,0
1051989,N,ES,V,2012-08-16,,KHD,N,1,0
1051993,N,ES,H,2012-08-16,,KHD,N,1,0
1051995,N,ES,H,2012-08-16,,KHD,N,1,0
1051997,N,ES,V,2012-08-16,,KHD,N,1,0
1051999,N,ES,H,2012-08-17,,KHD,N,1,0
1052003,N,ES,H,2012-08-16,,KHD,N,1,0
1052007,N,ES,H,2012-08-16,,KHD,N,1,0
1052011,N,ES,V,2012-08-16,,KHD,N,1,0
1052013,N,ES,V,2012-08-16,,KHD,N,1,0
1052017,N,ES,H,2012-08-16,,KHD,N,1,0
1052021,N,ES,V,2012-08-16,,KFC,N,1,0
1052022,N,ES,V,2012-08-16,,KHD,N,1,0
1052024,N,ES,H,2012-08-16,,KFA,N,1,0
1052025,N,ES,H,2012-08-16,,KHD,N,1,0
1052027,N,ES,V,2012-08-16,,KHD,N,1,0
1052031,N,ES,V,2012-08-16,,KHD,N,1,0
1052032,N,ES,H,2012-08-16,,KHD,N,1,0
1052036,N,ES,H,2012-08-16,,KHD,N,1,0
1052040,N,ES,H,2012-08-16,,KHD,N,1,0
1052042,N,ES,H,2012-08-16,,KHD,N,1,0
1052044,N,ES,V,2012-08-16,,KHD,N,1,0
1052048,N,ES,H,2012-08-16,,KHD,N,1,0
1052052,N,ES,V,2012-08-16,,KHD,N,1,0
1052068,N,ES,V,2012-08-16,,KHD,N,1,0
1052070,N,ES,V,2012-08-16,,KHD,N,1,0
1052071,N,ES,V,2012-08-16,,KHD,N,1,0
1052075,N,ES,H,2012-08-16,,KFA,N,1,0
1052083,N,ES,H,2012-08-16,,KHE,N,1,0
1052084,N,ES,V,2012-08-16,,KFA,N,1,0
1052090,N,ES,H,2012-08-16,,KHE,N,1,0
1052091,N,ES,V,2012-08-16,,KHE,N,1,0
1052093,N,ES,H,2012-08-16,,KHE,N,1,0
1052098,N,ES,H,2012-08-16,,KHE,N,1,0
1052099,N,ES,V,2012-08-16,,KFC,N,1,0
1052102,N,ES,H,2012-08-16,,KAT,N,1,0
1052103,N,ES,V,2012-08-16,,KAT,N,1,0
1052109,N,ES,V,2012-08-16,,KFC,N,1,0
1052110,N,ES,V,2012-08-16,,KFC,N,1,0
1052112,N,ES,V,2012-08-16,,KFC,N,1,0
1052114,N,ES,H,2012-08-16,,KFC,N,1,0
1052121,N,ES,H,2012-08-16,,KAT,N,1,0
1052124,N,ES,V,2012-08-16,,KFC,N,1,0
1052128,N,ES,V,2012-08-16,,KAT,N,1,0
1052132,N,ES,H,2012-08-16,,KFC,N,1,0
1052133,N,ES,H,2012-08-16,,KFC,N,1,0
1052135,N,ES,V,2012-08-16,,KFC,N,1,0
1052143,N,ES,H,2012-08-16,,KFC,N,1,0
1052149,N,ES,V,2012-08-16,,KFC,N,1,0
1052152,N,ES,V,2012-08-16,,KFC,N,1,0
1052153,N,ES,V,2012-08-16,,KFC,N,1,0
1052154,N,ES,V,2012-08-16,,KFC,N,1,0
1052155,N,ES,H,2012-08-16,,KFC,N,1,0
1052158,N,ES,H,2012-08-16,,KFC,N,1,0
1052162,N,ES,V,2012-08-16,,KFC,N,1,0
1052166,N,ES,V,2012-08-16,,KFC,N,1,0
1052168,N,ES,V,2012-08-16,,KFC,N,1,0
1052170,N,ES,V,2012-08-16,,KFC,N,1,0
1052171,N,ES,V,2012-08-16,,KFC,N,1,0
1052173,N,ES,H,2012-08-16,,KFC,N,1,0
1052174,N,ES,H,2012-08-16,,KFC,N,1,0
1052176,N,ES,H,2012-08-16,,KFC,N,1,0
1052177,N,ES,V,2012-08-16,,KFC,N,1,0
1052178,N,ES,V,2012-08-16,,KFC,N,1,0
1052180,N,ES,H,2012-08-16,,KFC,N,1,0
1052182,N,ES,H,2012-08-16,,KFC,N,1,0
1052184,N,ES,H,2012-08-16,,KFC,N,1,0
1052185,N,ES,V,2012-08-16,,KFC,N,1,0
1052186,N,ES,V,2012-08-16,,KFC,N,1,0
1052187,N,ES,H,2012-08-16,,KFC,N,1,0
1052189,N,ES,V,2012-08-16,,KFC,N,1,0
1052194,N,ES,V,2012-08-16,,KFC,N,1,0
1052195,N,ES,V,2012-08-16,,KFC,N,1,0
1052197,N,ES,V,2012-08-16,,KFC,N,1,0
1052200,N,ES,V,2012-08-16,,KAT,N,1,0
1052203,N,ES,V,2012-08-16,,KAT,N,1,0
1052207,N,ES,V,2012-08-16,,KFC,N,1,0
1052208,N,ES,H,2012-08-16,,KFC,N,1,0
1052212,N,ES,H,2012-08-16,,KAT,N,1,0
1052213,N,ES,V,2012-08-16,,KFC,N,1,0
1052216,N,ES,V,2012-08-16,,KAT,N,1,0
1052217,N,ES,V,2012-08-16,,KFC,N,1,0
1052218,N,ES,V,2012-08-16,,KFC,N,1,0
1052219,N,ES,V,2012-08-16,,KAT,N,1,0
1052224,N,ES,H,2012-08-16,,KAT,N,1,0
1052225,N,ES,H,2012-08-16,,KAT,N,1,0
1052226,N,ES,V,2012-08-16,,KFC,N,1,0
1052229,N,ES,H,2012-08-16,,KFC,N,1,0
1052231,N,ES,V,2012-08-16,,KAT,N,1,0
1052233,N,ES,H,2012-08-16,,KFC,N,1,0
1052237,N,ES,H,2012-08-16,,KHD,N,1,0
1052239,N,ES,H,2012-08-16,,KHE,N,1,0
1052242,N,ES,V,2012-08-16,,KHE,N,1,0
1052249,N,ES,V,2012-08-16,,KHE,N,1,0
1052251,N,ES,H,2012-08-16,,KAT,N,1,0
1052259,N,ES,H,2012-08-16,,KFA,N,1,0
1052261,N,ES,V,2012-08-16,,KFA,N,1,0
1052270,N,ES,H,2012-08-16,,KHE,N,1,0
1052276,N,ES,V,2012-08-16,,KHE,N,1,0
1052280,N,ES,H,2012-08-16,,KHD,N,1,0
1052284,N,ES,V,2012-08-16,,KHE,N,1,0
1052287,N,ES,H,2012-08-16,,KFA,N,1,0
1052289,N,ES,H,2012-08-16,,KHE,N,1,0
1052296,N,ES,H,2012-08-16,,KHE,N,1,0
1052297,N,ES,V,2012-12-28,,KFA,N,1,0
1052300,N,ES,H,2012-08-16,,KAT,N,1,0
1052302,N,ES,V,2012-08-16,,KHE,N,1,0
1052304,N,ES,H,2012-08-16,,KHE,N,1,0
1052310,N,ES,H,2012-08-16,,KHE,N,1,0
1052318,N,ES,V,2012-08-16,,KHE,N,1,0
1052322,N,ES,H,2012-08-16,,KHE,N,1,0
1052325,N,ES,V,2012-08-16,,KHE,N,1,0
1052328,N,ES,H,2012-08-16,,KHE,N,1,0
1052329,N,ES,H,2012-08-16,,KHE,N,1,0
1052331,N,ES,V,2012-08-16,,KHE,N,1,0
1052336,N,ES,V,2012-08-16,,KHE,N,1,0
1052339,N,ES,V,2012-08-17,,KHD,N,1,0
1052341,N,ES,H,2012-08-17,,KHE,N,1,0
1052342,N,ES,V,2012-08-17,,KHE,N,1,0
1052343,N,ES,V,2012-08-17,,KHD,N,1,0
1052345,N,ES,H,2012-08-17,,KHE,N,1,0
1052346,N,ES,H,2012-08-17,,KHE,N,1,0
